ds,SPY_Close,SPY_Volume,month,day,Actual_GDP,Actual_nonfarm,Actual_CPI,Actual_PPI,Actual_unemployment rate,Actual_core_PCE,Actual_FOMC,CPI_vs_forecast,CPI_vs_previous,GDP_vs_forecast,GDP_vs_previous,PPI_vs_forecast,PPI_vs_previous,nonfarm_vs_forecast,nonfarm_vs_previous,unemployment rate_vs_forecast,unemployment rate_vs_previous,core_PCE_vs_forecast,core_PCE_vs_previous,FOMC_vs_forecast,FOMC_vs_previous,is_event,days_since_fomc,isr_holiday
2019-09-17,3005.699951171875,3673250000,9,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0,1
2019-09-18,3006.72998046875,3458800000,9,18,none event,none event,none event,none event,none event,none event,0.02,,,,,,,,,,,,,0.0,-1.0,1,0.0,0
2019-09-19,3006.7900390625,3265660000,9,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,0
2019-09-20,2992.070068359375,6103440000,9,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,0
2019-09-23,2991.780029296875,3187250000,9,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2019-09-24,2966.60009765625,3872800000,9,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2019-09-25,2984.8701171875,3331200000,9,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2019-09-26,2977.6201171875,3084910000,9,26,0.02,none event,none event,none event,none event,none event,none event,,,0.0,0.0,,,,,,,,,,,1,6.0,0
2019-09-27,2961.7900390625,3246480000,9,27,none event,none event,none event,none event,none event,0.018,none event,,,,,,,,,,,0.0,1.0,,,1,7.0,0
2019-09-30,2976.739990234375,3249130000,9,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,1
2019-10-01,2940.25,3560750000,10,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,1
2019-10-02,2887.610107421875,3914180000,10,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,1
2019-10-03,2910.6298828125,3515130000,10,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2019-10-04,2952.010009765625,3005600000,10,4,none event,136K,none event,none event,0.035,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,12.0,0
2019-10-07,2938.7900390625,2959050000,10,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2019-10-08,2893.06005859375,3370700000,10,8,none event,none event,none event,0.014,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,14.0,1
2019-10-09,2919.39990234375,2735350000,10,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,1
2019-10-10,2938.1298828125,3234400000,10,10,none event,none event,0.017,none event,none event,none event,none event,-1.0,0.0,,,,,,,,,,,,,1,16.0,0
2019-10-11,2970.27001953125,3581320000,10,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2019-10-14,2966.14990234375,2559270000,10,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,1
2019-10-15,2995.679931640625,3345090000,10,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,1
2019-10-16,2989.68994140625,3230320000,10,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,1
2019-10-17,2997.949951171875,3103470000,10,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,1
2019-10-18,2986.199951171875,3268970000,10,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,1
2019-10-21,3006.719970703125,3271960000,10,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,1
2019-10-22,2995.989990234375,3527540000,10,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2019-10-23,3004.52001953125,3413600000,10,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2019-10-24,3010.2900390625,3696510000,10,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,0
2019-10-25,3022.550048828125,3379060000,10,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2019-10-28,3039.419921875,3524970000,10,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2019-10-29,3036.889892578125,3594430000,10,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0,0
2019-10-30,3046.77001953125,3779660000,10,30,0.019,none event,none event,none event,none event,none event,0.0175,,,1.0,-1.0,,,,,,,,,0.0,-1.0,1,0.0,0
2019-10-31,3037.56005859375,4149310000,10,31,none event,none event,none event,none event,none event,0.017,none event,,,,,,,,,,,0.0,-1.0,,,1,1.0,0
2019-11-01,3066.909912109375,3956290000,11,1,none event,128K,none event,none event,0.036,none event,none event,,,,,,,1.0,-1.0,0.0,1.0,,,,,1,2.0,0
2019-11-04,3078.27001953125,4178040000,11,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2019-11-05,3074.6201171875,4490590000,11,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2019-11-06,3076.780029296875,4465510000,11,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2019-11-07,3085.179931640625,4151990000,11,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2019-11-08,3093.080078125,3508160000,11,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
2019-11-11,3087.010009765625,3041120000,11,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2019-11-12,3091.840087890625,3495560000,11,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2019-11-13,3094.0400390625,3513720000,11,13,none event,none event,0.018,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,10.0,0
2019-11-14,3096.6298828125,3282090000,11,14,none event,none event,none event,0.011,none event,none event,none event,,,,,1.0,-1.0,,,,,,,,,1,11.0,0
2019-11-15,3120.4599609375,3359800000,11,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2019-11-18,3122.030029296875,3440140000,11,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2019-11-19,3120.179931640625,3613670000,11,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2019-11-20,3108.4599609375,4041010000,11,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2019-11-21,3103.5400390625,3744010000,11,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2019-11-22,3110.2900390625,3235270000,11,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2019-11-25,3133.639892578125,3514310000,11,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2019-11-26,3140.52001953125,4600450000,11,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2019-11-27,3153.6298828125,3035470000,11,27,0.021,none event,none event,none event,none event,0.016,none event,,,1.0,1.0,,,,,,,-1.0,-1.0,,,1,20.0,0
2019-11-29,3140.97998046875,1743420000,11,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2019-12-02,3113.8701171875,3285750000,12,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2019-12-03,3093.199951171875,3671580000,12,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2019-12-04,3112.760009765625,3702980000,12,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2019-12-05,3117.429931640625,3360480000,12,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2019-12-06,3145.909912109375,3483310000,12,6,none event,266K,none event,none event,0.035,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,26.0,0
2019-12-09,3135.9599609375,3400470000,12,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2019-12-10,3132.52001953125,3346310000,12,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2019-12-11,3141.6298828125,3257650000,12,11,none event,none event,0.021,none event,none event,none event,0.0175,1.0,1.0,,,,,,,,,,,0.0,0.0,1,0.0,0
2019-12-12,3168.570068359375,4003200000,12,12,none event,none event,none event,0.011,none event,none event,none event,,,,,-1.0,0.0,,,,,,,,,1,1.0,0
2019-12-13,3168.800048828125,3757650000,12,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,0
2019-12-16,3191.449951171875,4070200000,12,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2019-12-17,3192.52001953125,3842940000,12,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2019-12-18,3191.139892578125,4029950000,12,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2019-12-19,3205.3701171875,3784360000,12,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2019-12-20,3221.219970703125,6457480000,12,20,0.021,none event,none event,none event,none event,0.016,none event,,,0.0,0.0,,,,,,,0.0,-1.0,,,1,7.0,0
2019-12-23,3224.010009765625,3064530000,12,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,1
2019-12-24,3223.3798828125,1296530000,12,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,1
2019-12-26,3239.909912109375,2164540000,12,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,1
2019-12-27,3240.02001953125,2429150000,12,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,1
2019-12-30,3221.2900390625,3021720000,12,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,1
2019-12-31,3230.780029296875,2894760000,12,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2020-01-02,3257.85009765625,3459930000,1,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2020-01-03,3234.85009765625,3484700000,1,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2020-01-06,3246.280029296875,3702460000,1,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2020-01-07,3237.179931640625,3435910000,1,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,1
2020-01-08,3253.050048828125,3726840000,1,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2020-01-09,3274.699951171875,3641230000,1,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2020-01-10,3265.35009765625,3214580000,1,10,none event,145K,none event,none event,0.035,none event,none event,,,,,,,-1.0,-1.0,0.0,0.0,,,,,1,20.0,0
2020-01-13,3288.1298828125,3459390000,1,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2020-01-14,3283.14990234375,3687620000,1,14,none event,none event,0.023,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,22.0,0
2020-01-15,3289.2900390625,3721490000,1,15,none event,none event,none event,0.013,none event,none event,none event,,,,,0.0,1.0,,,,,,,,,1,23.0,0
2020-01-16,3316.81005859375,3540580000,1,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2020-01-17,3329.6201171875,3726220000,1,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2020-01-21,3320.7900390625,4104840000,1,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,0
2020-01-22,3321.75,3623780000,1,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2020-01-23,3325.5400390625,3766710000,1,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2020-01-24,3295.469970703125,3708780000,1,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0,0
2020-01-27,3243.6298828125,3831050000,1,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0,1
2020-01-28,3276.239990234375,3531570000,1,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0,0
2020-01-29,3273.39990234375,3600250000,1,29,none event,none event,none event,none event,none event,none event,0.0175,,,,,,,,,,,,,0.0,0.0,1,0.0,0
2020-01-30,3283.659912109375,3790350000,1,30,0.021,none event,none event,none event,none event,none event,none event,,,0.0,0.0,,,,,,,,,,,1,1.0,0
2020-01-31,3225.52001953125,4529700000,1,31,none event,none event,none event,none event,none event,0.016,none event,,,,,,,,,,,0.0,1.0,,,1,2.0,0
2020-02-03,3248.919921875,3760460000,2,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2020-02-04,3297.590087890625,3996900000,2,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2020-02-05,3334.68994140625,4121480000,2,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2020-02-06,3345.780029296875,3887250000,2,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2020-02-07,3327.7099609375,3733920000,2,7,none event,225K,none event,none event,0.036,none event,none event,,,,,,,1.0,1.0,1.0,1.0,,,,,1,7.0,0
2020-02-10,3352.090087890625,3462730000,2,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,1
2020-02-11,3357.75,3762940000,2,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2020-02-12,3379.449951171875,3930910000,2,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,0
2020-02-13,3373.93994140625,3500890000,2,13,none event,none event,0.025,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,11.0,0
2020-02-14,3380.159912109375,3419700000,2,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2020-02-18,3370.2900390625,3750400000,2,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2020-02-19,3386.14990234375,3614200000,2,19,none event,none event,none event,0.021,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,14.0,0
2020-02-20,3373.22998046875,4019180000,2,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2020-02-21,3337.75,3908780000,2,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2020-02-24,3225.889892578125,4851160000,2,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2020-02-25,3128.2099609375,5596760000,2,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2020-02-26,3116.389892578125,5484650000,2,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2020-02-27,2978.760009765625,7064710000,2,27,0.021,none event,none event,none event,none event,none event,none event,,,0.0,0.0,,,,,,,,,,,1,20.0,0
2020-02-28,2954.219970703125,8569570000,2,28,none event,none event,none event,none event,none event,0.016,none event,,,,,,,,,,,-1.0,1.0,,,1,21.0,0
2020-03-02,3090.22998046875,6381330000,3,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,1
